POS_1,CLUB_1,PTS_1,MJ_1,DB_1,POS_2,CLUB_2,PTS_2,MJ_2,DB_2,POS_3,CLUB_3,PTS_3,MJ_3,DB_3,POS_4,CLUB_4,PTS_4,MJ_4,DB_4,POS_5,CLUB_5,PTS_5,MJ_5,DB_5,POS_6,CLUB_6,PTS_6,MJ_6,DB_6,POS_7,CLUB_7,PTS_7,MJ_7,DB_7,POS_8,CLUB_8,PTS_8,MJ_8,DB_8,POS_9,CLUB_9,PTS_9,MJ_9,DB_9,POS_10,CLUB_10,PTS_10,MJ_10,DB_10,POS_11,CLUB_11,PTS_11,MJ_11,DB_11,POS_12,CLUB_12,PTS_12,MJ_12,DB_12,POS_13,CLUB_13,PTS_13,MJ_13,DB_13,POS_14,CLUB_14,PTS_14,MJ_14,DB_14,POS_15,CLUB_15,PTS_15,MJ_15,DB_15,POS_16,CLUB_16,PTS_16,MJ_16,DB_16,POS_17,CLUB_17,PTS_17,MJ_17,DB_17,POS_18,CLUB_18,PTS_18,MJ_18,DB_18
1,PORTO,21,7,+15,2,BENFICA,16,7,+15,3,SPORTING,15,7,+9,4,SANTA CLARA,15,7,+7,5,AROUCA,11,7,+3,6,BRAGA,11,6,+2,7,ACADÉMICO,11,7,0,8,ESTRELA,10,7,0,9,GIL VICENTE,8,6,0,10,ALVERCA,8,7,-2,11,MARÍTIMO,8,7,-4,12,MOREIRENSE,8,7,-6,13,FAMALICÃO,7,7,+2,14,VITÓRIA,5,7,-3,15,NACIONAL,4,7,-8,16,RIO AVE,4,7,-10,17,CASA PIA,4,7,-13,18,ESTORIL,2,7,-7
