POS_1,CLUB_1,PTS_1,MJ_1,DB_1,POS_2,CLUB_2,PTS_2,MJ_2,DB_2,POS_3,CLUB_3,PTS_3,MJ_3,DB_3,POS_4,CLUB_4,PTS_4,MJ_4,DB_4,POS_5,CLUB_5,PTS_5,MJ_5,DB_5,POS_6,CLUB_6,PTS_6,MJ_6,DB_6,POS_7,CLUB_7,PTS_7,MJ_7,DB_7,POS_8,CLUB_8,PTS_8,MJ_8,DB_8,POS_9,CLUB_9,PTS_9,MJ_9,DB_9,POS_10,CLUB_10,PTS_10,MJ_10,DB_10,POS_11,CLUB_11,PTS_11,MJ_11,DB_11,POS_12,CLUB_12,PTS_12,MJ_12,DB_12,POS_13,CLUB_13,PTS_13,MJ_13,DB_13,POS_14,CLUB_14,PTS_14,MJ_14,DB_14,POS_15,CLUB_15,PTS_15,MJ_15,DB_15,POS_16,CLUB_16,PTS_16,MJ_16,DB_16,POS_17,CLUB_17,PTS_17,MJ_17,DB_17,POS_18,CLUB_18,PTS_18,MJ_18,DB_18
1,DORTMUND,12,4,+7,2,BAYERN,10,4,+12,3,FREIBURG,10,4,+9,4,AUGSBURG,7,4,+5,5,LEVERKUSEN,7,4,+5,6,MAINZ 05,7,4,+4,7,ELVERSBERG,7,4,+1,8,WERDER BREMEN,7,4,0,9,LEIPZIG,6,4,+4,10,FRANKFURT,5,4,-1,11,SCHALKE 04,5,4,-1,12,PADERBORN,4,4,-2,13,KÖLN,4,4,-3,14,HOFFENHEIM,3,4,-3,15,STUTTGART,3,4,-3,16,HAMBURG,3,4,-11,17,UNION BERLIN,1,4,-13,18,M'GLADBACH,0,4,-10
