POS_1,CLUB_1,PTS_1,MJ_1,DB_1,POS_2,CLUB_2,PTS_2,MJ_2,DB_2,POS_3,CLUB_3,PTS_3,MJ_3,DB_3,POS_4,CLUB_4,PTS_4,MJ_4,DB_4,POS_5,CLUB_5,PTS_5,MJ_5,DB_5,POS_6,CLUB_6,PTS_6,MJ_6,DB_6,POS_7,CLUB_7,PTS_7,MJ_7,DB_7,POS_8,CLUB_8,PTS_8,MJ_8,DB_8,POS_9,CLUB_9,PTS_9,MJ_9,DB_9,POS_10,CLUB_10,PTS_10,MJ_10,DB_10,POS_11,CLUB_11,PTS_11,MJ_11,DB_11,POS_12,CLUB_12,PTS_12,MJ_12,DB_12,POS_13,CLUB_13,PTS_13,MJ_13,DB_13,POS_14,CLUB_14,PTS_14,MJ_14,DB_14,POS_15,CLUB_15,PTS_15,MJ_15,DB_15,POS_16,CLUB_16,PTS_16,MJ_16,DB_16,POS_17,CLUB_17,PTS_17,MJ_17,DB_17,POS_18,CLUB_18,PTS_18,MJ_18,DB_18,POS_19,CLUB_19,PTS_19,MJ_19,DB_19,POS_20,CLUB_20,PTS_20,MJ_20,DB_20
1,ROMA,13,5,+11,2,INTER MILAN,13,5,+7,3,LAZIO,13,5,+5,4,CAGLIARI,12,5,+3,5,AC MILAN,11,5,+6,6,FROSINONE,10,5,+5,7,JUVENTUS,10,5,+4,8,COMO,10,5,+3,9,NAPOLI,7,5,+1,10,SASSUOLO,7,5,0,11,ATALANTA,6,5,-2,12,LECCE,6,5,-5,13,UDINESE,4,5,-3,14,TORINO,4,5,-3,15,PARMA,4,5,-3,16,MONZA,4,5,-4,17,FIORENTINA,4,5,-6,18,BOLOGNA,2,5,-3,19,GENOA,1,5,-7,20,VENEZIA,0,5,-9
